VPTREE,EUCLIDEANDISTANCE,MAXVARIANCE,4490,224311
k,time,count
5,3127099,4136
5,252874,322
5,673616,958
5,1356958,1910
5,227664,322
5,7198254,9534
5,993668,1271
5,659412,960
5,236701,323
5,508405,639
5,220067,323
5,247395,323
5,243558,322
5,670144,960
5,4054564,5410
5,1119798,1594
5,489495,638
5,695902,957
5,497035,641
5,240191,323
5,1095007,1597
5,220374,323
5,659673,960
5,491069,638
5,2107333,2867
5,2362004,3500
5,4820454,6990
5,980679,1271
5,238199,323
5,248881,323
5,1183584,1590
5,638482,958
5,666018,961
5,674949,963
5,5060131,7312
5,506189,638
5,630879,958
5,653915,961
5,615879,956
5,1157011,1591
5,1202145,1596
5,1017353,1274
5,893874,1274
5,608318,956
5,681469,959
5,681998,958
5,441111,640
5,2425176,3507
5,3352703,4454
5,1196436,1592
5,1146918,1595
5,1326567,1917
5,1341288,1910
5,475905,640
5,4274976,6045
5,2121752,2867
5,2222999,3185
5,6357708,8265
5,678937,956
5,956249,1275
5,248760,323
5,224245,322
5,3411997,4456
5,1836239,2548
5,1780715,2227
5,253199,323
5,1932622,2550
5,4441160,6366
5,485325,638
5,922108,1281
5,1785088,2230
5,2404101,3507
5,1865536,2552
5,491318,640
5,440076,640
5,498914,644
5,1268165,1916
5,5216514,7641
5,2033758,2867
5,2147215,3189
5,987638,1277
5,249958,322
5,253957,322
5,1155347,1593
5,979885,1273
5,684226,957
5,859525,1273
5,2631466,3818
5,3339334,4448
5,1738155,2220
5,1724111,2229
5,445328,640
5,1644303,2228
5,3482232,4774
5,4132757,5727
5,1740585,2228
5,489620,640
5,2615433,3816
5,687835,959
5,245503,322
5,1068218,1591
5,1977343,2867
5,505891,639
5,963905,1276
5,1821868,2551
5,1284596,1909
5,2612117,3819
5,1690645,2229
5,598261,958
5,642898,956
5,496426,638
5,1352929,1905
5,3853323,5088
5,693257,956
5,1263599,1916
5,3189482,4140
5,1869714,2550
5,1807492,2550
5,260685,322
5,2326662,3500
5,1365945,1912
5,3941970,5411
5,1160102,1592
5,260863,322
5,1317559,1918
5,1682701,2233
5,2364149,3506
5,1978280,2868
5,1159868,1591
5,242044,322
5,250390,322
5,973096,1277
5,928626,1278
5,1100178,1600
5,1603545,2235
5,1742082,2225
5,2668320,3816
5,1735633,2225
5,936248,1285
5,647532,958
5,670115,960
5,1270854,1917
5,1984970,2869
5,2247738,3187
5,3628522,5089
5,923225,1273
5,2020326,2866
5,507984,638
5,1725919,2235
5,490282,640
5,1170193,1592
5,1146502,1589
5,1099538,1597
5,629166,956
5,483090,638
5,3552669,4768
5,2296005,3183
5,1852219,2544
5,3057577,4142
5,1752856,2224
5,255867,323
5,219749,323
5,3468222,4453
5,3324586,4462
5,3064549,4144
5,503226,638
5,482254,642
5,442695,642
5,647068,958
5,244523,323
5,219554,323
5,647754,956
5,676966,957
5,256787,322
5,472304,638
5,253552,322
5,659230,957
5,501011,638
5,229123,323
5,1014035,1276
5,2310068,3181
5,713133,957
5,1762150,2225
5,286106,323
5,496063,638
5,254983,323
5,462557,642
5,8109545,11118
5,3325276,4463
5,976050,1272
5,701914,958
5,440381,638
5,1285275,1909
5,492002,642
5,696148,954
5,2675185,3814
5,1336873,1912
5,654625,962
5,3301253,4122
5,7577843,10173
5,967930,1277
5,221457,322
5,500598,638
5,500490,643
5,2264589,3184
5,1763987,2224
5,4974718,6990
5,2156958,2857
5,2546074,3489
5,6793280,8898
5,681776,959
5,953058,1278
5,959764,1275
5,1084382,1598
5,3811882,5094
5,3175316,4136
5,489202,639
5,593558,963
5,1169350,1589
5,488978,638
5,251741,322
5,1138627,1600
5,932088,1273
5,483840,640
5,235314,322
5,963994,1272
5,1875633,2543
5,2048698,2869
5,886623,1276
5,1181147,1590
5,3494313,4448
5,2419455,3502
5,1121000,1594
5,494523,639
5,244763,322
5,254780,322
5,1711423,2230
5,2822756,3825
5,686665,956
5,2348288,3499
5,1144696,1592
5,238137,322
5,3330649,4458
5,1100509,1597
5,673895,962
5,1165574,1590
5,248640,322
5,247676,322
5,1188717,1592
5,462380,640
5,244452,323
5,245438,322
5,476216,639
5,2050232,2869
5,1341978,1909
5,246962,322
5,1107858,1594
5,248424,322
5,679318,959
5,1362048,1912
5,624284,959
5,493072,638
5,487324,640
5,647542,959
5,1335775,1908
5,690026,956
5,432480,640
5,2302175,3184
5,927422,1275
5,969167,1273
5,618612,960
5,460881,640
5,462027,638
5,246723,322
5,652834,956
5,2251743,3183
5,961643,1272
5,246060,322
5,247862,322
5,1777708,2226
5,482282,638
5,465044,643
5,626721,956
5,668178,955
5,480704,638
5,216130,323
5,2239307,3189
5,1993830,2869
5,471312,638
5,216060,323
5,1155153,1591
5,243293,322
5,461113,638
5,956691,1274
5,893094,1273
5,493268,638
5,1648067,2235
5,243606,322
5,696100,958
5,667742,957
5,940610,1274
5,643841,956
5,2219609,3183
5,251451,322
5,1704655,2232
5,1770111,2548
5,1099270,1591
5,509536,638
5,3217399,4135
5,688596,954
5,674186,957
5,635294,958
5,1394639,1907
5,635599,957
5,218428,323
5,707193,958
5,672718,956
5,673883,959
5,456323,640
5,2729952,3818
5,1355529,1909
5,219640,322
5,878139,1275
5,1702805,2229
5,683579,958
5,640873,958
5,2024977,2869
5,496577,638
5,645498,958
5,605093,956
5,845375,1273
5,1616356,2229
5,245302,323
5,1796467,2549
5,614598,958
5,1830948,2552
5,661345,955
5,497030,640
5,490444,640
5,1827449,2548
5,2022940,2867
5,245593,322
5,3771955,5406
5,967225,1278
5,628319,956
5,1647985,2233
5,497138,641
5,1249523,1916
5,1987332,2865
5,2587529,3821
5,1244576,1914
5,3568688,4770
5,679222,958
5,2680340,3817
5,257688,323
5,482268,638
5,242796,322
5,901071,1275
5,644434,963
5,660818,957
5,1848380,2550
5,444635,638
5,1771180,2544
5,691115,958
5,511817,644
5,916927,1275
5,237503,323
5,3461668,4769
5,4747475,6995
5,512037,638
5,995544,1275
5,253155,323
5,652971,957
5,1993874,2544
5,1927962,2540
5,249883,322
5,500471,641
5,1122637,1591
5,1115579,1591
5,5147975,7625
5,1245901,1912
5,2331458,3502
5,2109260,2864
5,1170908,1593
5,1314059,1917
5,1205095,1918
5,675918,960
5,251642,322
5,1108001,1591
5,671170,956
5,497934,640
5,640228,954
5,1722403,2236
5,254199,323
5,955947,1272
5,890205,1278
5,499742,638
5,440173,638
5,893399,1278
5,495834,638
5,1295652,1917
5,980406,1270
5,925909,1273
5,649023,961
5,687728,955
5,219773,323
5,438924,638
5,2170083,2867
5,953285,1271
5,219843,323
5,595918,956
5,1097664,1597
5,3106911,4142
5,898028,1278
5,2151774,3187
5,253921,322
5,708631,954
5,1680250,2230
5,498463,639
5,462440,638
5,465648,638
5,229741,322
5,3110353,4142
5,1066042,1597
5,1661412,2234
5,912076,1275
5,253718,323
5,992287,1274
5,445488,639
5,494937,640
5,674703,959
5,946545,1273
5,1285951,1923
5,254773,322
5,223828,322
5,608604,965
5,469375,639
5,250406,322
5,481865,638
5,486909,640
5,243614,323
5,440205,640
5,628409,958
5,953548,1274
5,464882,639
5,500432,638
5,495584,638
5,1370785,1912
5,246366,322
5,2148967,2862
5,256521,323
5,683821,959
5,242453,323
5,491962,642
5,3188437,4136
5,961740,1273
5,634258,954
5,676212,954
5,242281,322
5,494815,638
5,1165229,1591
5,1668054,2224
5,2210625,3192
5,524468,640
5,688440,958
5,1740165,2227
5,669147,955
5,237205,322
5,938706,1273
5,3210272,4146
5,1986472,2861
5,663196,958
5,689416,956
5,2184596,3179
5,1319878,1913
5,1687978,2231
5,247595,322
5,494883,641
5,4663014,6680
5,244729,323
5,462083,638
5,1105985,1592
5,917882,1275
5,1294339,1914
5,638155,959
5,1361896,1909
5,246028,322
5,1254250,1913
5,992836,1275
5,251713,323
5,2146553,2864
5,1096588,1599
5,487908,639
5,883677,1278
5,1346311,1909
5,634163,955
5,495808,638
5,2200268,3186
5,1057514,1595
5,2238480,3190
5,252627,322
5,499006,638
5,482356,638
5,4652084,6685
5,949963,1278
5,1998487,2869
5,1688881,2233
5,2043868,2870
5,964786,1273
5,2479919,3494
5,672030,956
5,249917,322
5,466320,638
5,3321467,4452
5,1793265,2551
5,862132,1280
5,615450,958
5,1620560,2228
5,497280,638
5,4816999,6996
5,2313495,3499
5,1317954,1916
5,1287749,1914
5,3477727,4779
5,1249014,1913
5,2428630,3500
5,463555,639
5,496416,638
5,470408,642
5,3587153,4773
5,3509640,4771
5,704073,956
5,497294,638
5,647526,954
